,tweet,date
907,Can't get enough of Kale smoothies nom nom wtf do they put to make it so good? sorbet? candy?,2015-09-10 01:25:00
908,"I had a blind spot for your flaws, now I see how different we are",2015-09-09 23:28:30
909,"The present is a rough sketch
The past is a masterpiece 
The future is a blank canvas",2015-09-09 09:35:37
910,"When a man is prey to his own emotions, he is not his own master.. But lies at the mercy of fortune. Spinoza",2015-09-09 01:45:58
911,GOALZ “@katyperry: Turning feelings into success since 2008 :-/”,2015-09-08 09:26:42
912,@isabeldim ughh yes fo real 😩,2015-09-08 06:30:37
913,Real husbands of Hollywood binge 😂😂😂,2015-09-08 04:07:32
914,My favorite feeling is when my dog follows me around the house just to lay next to me.. Even in the bathroom,2015-09-07 22:50:23
915,Not a fan of cooked salmon,2015-09-07 22:38:37
916,Feeling sweaty and insane :-),2015-09-07 00:58:43
917,RT @BlackPplVines: 😂😂😂😂😂😂 https://t.co/2N8ajK9Aun,2015-09-06 23:57:22
918,Muthaluvin Fri(YAY) 😁😁😁,2015-09-04 21:44:32
919,RT @Drake: I hope one day you gain an understanding of how this goes...we wrote it in code then wrote it in stone. Suh it go.,2015-09-04 09:56:43
920,RT @Drake: FIXXXXXXX UP YOURSELF.,2015-09-04 09:56:00
921,"Thankfully, I got a sword.... Of reason",2015-09-04 00:43:17
922,"""Life is so hurry up and wait ###",2015-09-03 22:19:18
923,"RT @en_jajaja: ʷʰʸ ᵗʰᵉ fᵘͨᵏ ᵘ ˡʸʸʸ'ⁿ,ʷʰʸ ᵘ ᵃˡʷᵃʸˢ ˡʸʸʸ'ⁿ,ᵐᵐᵐᵐᵐᵐ ºʰᵐʸᵍºᵈ ˢᵗºp fᵘͨᵏ'ⁿ ˡʸʸʸ'ⁿ",2015-09-03 22:09:10
924,I'm so good at underthinking*👍,2015-09-03 21:01:34
925,I'm so good at not over thinking,2015-09-03 21:01:02
926,I could go for a burger rn.. But no,2015-09-02 09:20:26
927,@jinjjjaro @chandraa_eve two of my fave Koreans living together in my fave city *@*,2015-09-02 05:33:06
928,"It's not about love, not about drugs. It's all about the benjamins",2015-09-02 02:14:24
929,We're all selfish in different ways,2015-09-01 22:54:48
930,When someone says something entirely wrong and you frozen from disbelief,2015-09-01 22:15:38
931,Fear cannot be without hope nor hope without fear. Spinoza,2015-09-01 10:47:58
932,1:24AM Uhh I just ate an Asian pastry + ramen back to back.. and I made fun of my friend for being fat earlier,2015-09-01 08:24:53
933,Sanctity of silence,2015-08-31 09:12:39
934,No need to watch vmas thanks to Twitter ✌,2015-08-31 04:23:53
935,White Iverson #song #obsession ###,2015-08-31 02:38:01
936,I pledge allegiance to my grandmas,2015-08-30 22:13:39
937,Be about it.,2015-08-30 12:36:11
938,RT @BlackPplVines: This has me crying LOL  http://t.co/hPcjD8PmkM,2015-08-30 11:01:14
939,RT @BlackPplVines: LMAO http://t.co/4poDXm778k,2015-08-30 11:00:07
940,RT @BlackPplVines: 10 years later and I'm still crying http://t.co/fHBjznm33P,2015-08-30 10:57:50
941,"I woke up this morning, didn't recognize the man in the mirror then I laughed and I said oh silly me, that's just me",2015-08-30 01:32:03
942,"All I want is to just have fun, live my life like a son of a gun",2015-08-30 01:27:29
943,WTFFFFF,2015-08-29 03:42:57
944,Kanye on repeat #yeezytherapy,2015-08-28 20:01:14
945,@higashidakelly she a beauty,2015-08-28 07:20:59
946,You thought I was playin huhh https://t.co/XDD1ccII00,2015-08-28 04:42:01
947,Too perfect that I had black skinhead on when the little fucker shot through the room,2015-08-28 04:25:09
948,Fuck having a window with no screen. Never thought I'd ever encounter a flying cockroach fml,2015-08-28 04:22:26
949,Fei Fei's always on the move. Calgary to Zhanjiang and places in btween. I wanna like him one day.. soon,2015-08-28 03:24:47
950,RT @BlackPplVines: When girls snapchat themselves at parties 😂😂 http://t.co/PA1tjWs4lw,2015-08-27 07:56:32
951,@jinjjjaro hehe maybe,2015-08-27 05:28:11
952,@laurasun but I'm not even hating cause he doing his job and I have an A,2015-08-26 21:43:37
953,@laurasun the class is.. investment 101,2015-08-26 21:42:25
954,"My professor talking about our class: actually this isn't my major, so don't be surprised that I don't know what investment is",2015-08-26 20:22:12
955,Ima motherfuckin monster,2015-08-26 18:43:27
956,"I just want it to be friday night when I'm done with my final, turnt and singing~ duck it I'm on one~~",2015-08-26 07:44:19
957,We got three more days til Friday~~,2015-08-26 07:43:15
958,Just enjoying Starbucks' playlist too much rn I cannot even tune it out to concentrate on hw 🏃,2015-08-26 02:37:51
959,"Pessimism is just as healthy as positivity, given the right dosage",2015-08-25 06:39:09
960,The prob w modern pop philosophy: it links pessimism with negative energy. They can be totally different things,2015-08-25 06:37:24
961,There isn't only one best way to think or live. You gotta figure out your own conclusions,2015-08-25 06:36:31
962,Modern (pop) philosophy is all about 'optimism only' typa life. But I believe in realistic pessimism bc it works 4 me,2015-08-25 06:35:30
963,@adautojason i'll be glad to take those,2015-08-24 22:50:07
964,I lost my phone and shoes. Feet are bruised up. My body may be breaking down as I type. BUT I STILL FEEL GUCCI #TY #FYF,2015-08-24 20:44:28
965,Weird shit makes life more fun. The weirder the bettttaaa,2015-08-24 03:14:55
966,"We are all pawns, at least for now",2015-08-21 08:48:30
967,"In your eyes I'm just a pawn, but that's okay",2015-08-21 08:46:59
968,"RT @amoebamusic: Want to win a VIP ticket to see Frank Ocean, Morrissey &amp; TONS more in LA @FYFFEST this weekend? RT &amp; follow us to win. Win…",2015-08-20 21:03:34
969,Pass me da popcorn,2015-08-19 08:34:08
970,guilt free procrastination yee buddy,2015-08-19 08:25:19
971,#MakeLifeBetterIn3Words avocado and cheese,2015-08-18 06:32:47
972,"""That wasn't part of my assignment. ""
""And so, thank God, you avoided the dreaded step of learning something extra? Is that it, Rosenberg?""",2015-08-17 23:21:51
973,w o a h,2015-08-16 14:39:21
974,@higashidakelly what :(,2015-08-15 09:41:23
975,4 - 5 seconds from wildin,2015-08-14 22:45:20
976,love and lost T_T #mustwatch #publicrecommendation,2015-08-14 10:36:55
977,jing boran &lt;3,2015-08-14 10:35:35
978,"""Work without hope (or despair)"" https://t.co/ixnyjtNtoX",2015-08-13 22:34:07
979,"the thing about being healthy for a day is that i'm already planning my next few meals at in n out. you know, to balance shit out",2015-08-12 07:24:13
980,fack it aint enough until i say it is,2015-08-11 22:36:14
981,https://t.co/ZV8NzvXNFU,2015-08-11 08:34:47
982,Don't want to think today 😪,2015-08-10 00:06:00
983,The unexamined life is not one worth living #trudat,2015-08-07 20:26:59
984,This bitch plays games 😒 I see now,2015-08-06 22:23:59
985,RT @amoebamusic: RT to win tix to see @flyinglotus @earlxsweat @Thundercat &amp; more in LA this Sat 8/8 at Low End Theory Festival @ShrineLA! …,2015-08-05 22:43:51
986,yo I don't fake laugh. there are just different levels of laughter HOE,2015-08-05 22:18:15
987,"""The fact, the physicality of death destroys us, but the idea of death may save us""",2015-08-05 06:20:21
988,dun dun dun done done done,2015-08-05 06:17:01
989,Wow a stranger just paid for my parking meter 😭 Bless her!!,2015-08-04 19:36:54
990,@chandraa_eve 💗💗💗💗💗,2015-08-04 01:21:27
991,"""[Don't] refuse the loan of life in order to avoid the debt of death""",2015-08-04 00:12:09
992,I guess the twinkle in her eye was just a twinkle in her eye,2015-07-31 22:34:31
993,Fuck it Ima do it &gt; fuck it not gonna do it,2015-07-30 20:32:22
994,Ask a question. Get an off topic answer. Feel alone. Go home.,2015-07-30 00:21:28
995,As long as you're honest with yourself,2015-07-29 15:32:14
996,"That's why all you women are stuck in prison cus u suck at crime""",2015-07-24 23:46:04
997,"If u don't do it, someone else will",2015-07-23 01:08:37
998,Chipotle: Buy One Get One Free    GET IT: http://t.co/f89IjNgbJY  via @likeacoupon http://t.co/jerCmvAJnJ,2015-07-21 14:36:19
999,"Bed by 8, up by 4. I could get used to this life",2015-07-21 11:38:58
1000,god why do i care so much if i come off as offensive.. this shit is really holding me back,2015-07-20 18:50:06
1001,Good butter on some good French bread is really fuckin good #underratedshit #foodpoetry,2015-07-20 17:49:03
1002,Extra butter on the bread #literally 😋,2015-07-20 17:46:12
1003,"My sisters are in Vegas, the house is quiet #thankyoulife",2015-07-19 23:13:43
1004,nonono dont waste your breath on people who look uninterested,2015-07-17 20:52:30
1005,Back in LA and feeling grand,2015-07-15 19:46:13
1006,Why make others feel bad over things they cannot control?,2015-07-15 07:11:27
1007,Why be mad over things that you cannot control?,2015-07-15 07:11:03
1008,Spending the night at an airport = incredibly INCREDIBLY BORING,2015-07-14 14:54:42
1009,"It can take me a few hours or days even, to notice your new hair cut or nails. Even if (especially if) we see each other every day",2015-07-13 17:46:54
1010,Weakness: bad at noticing physical qualities and differences.,2015-07-13 17:45:51
1011,@higashidakelly ThankU this is why I love you,2015-07-12 06:10:50
1012,@janellebunny shetttt that was a great night! I miss YOU 💘,2015-07-10 00:57:31
1013,So tired and lazy.. I'm just gonna sleep with damp hair,2015-07-09 17:40:17
1014,"I tutor the sweetest little girl: nice, smart &amp; writes long essays. But.. She has a duck face in each one of her IG pics. It doesn't add up.",2015-07-09 17:04:13
1015,"Whatever floats, whatever loads",2015-07-09 08:38:08
1016,ET 40 in da house tell me when to go http://t.co/IKAQeshVym,2015-07-08 09:50:00
1017,@higashidakelly omgomgOMG,2015-07-08 01:51:35
1018,"Morning walks, afternoon walks, night walks. I love leisure walking 🌝🌚🐐🐧",2015-07-07 16:02:05
1019,"""Let go of your childish need of absolute certainty""",2015-07-07 15:13:25
1020,Wasn't sure which filter to use on this one but http://t.co/cTipZvb7hV,2015-07-04 15:32:51
1021,@eileeeenkim thanks Eileen!! 😉,2015-07-04 14:02:41
1022,@eileeeenkim yeah 😁,2015-07-04 10:49:39
1023,Spending my fourth of July in Hiroshima,2015-07-04 09:03:50
1024,But it's ok. No more sweatin the little shit. Itsa blessed life,2015-07-03 12:03:30
1025,Taking a shit in the dark,2015-07-03 12:02:48
1026,Kyoto has my heart,2015-07-02 12:23:04
1027,Emotional kids say they gonna cry gonna faint gonna throw up when they can't handle shit like dam this is why ages get separated,2015-07-01 07:01:35
1028,Luck me wish,2015-07-01 02:48:50
1029,Bout to hike thru rain in sandals,2015-07-01 02:46:08
1030,Feelin brand new #postshowervibes😁😂,2015-06-30 12:00:16
1031,"After an intense series of frown exchanges with this baby, she smiled n said byebye to me from across the room #byebyebaby #yourmumneedsyou",2015-06-30 04:29:04
1032,When babies mad dog me imma mad dog them back,2015-06-30 04:25:16
1033,Some kids just don't get it,2015-06-27 08:45:28
1034,😴,2015-06-25 17:54:57
1035,I've never felt more relieved/grateful/blessed to find a 24 hour Mcdonalds,2015-06-25 12:22:21
1036,WTF a bird just snatched my bread and flew away,2015-06-25 08:02:52
1037,Nothin rarer than good wifi rn 😢,2015-06-22 15:45:34
1038,52 km today 🚵 #justdoit #justdidit,2015-06-22 09:43:34
1039,Staying in a hostel room thats the same size as a queen size bed,2015-06-20 13:06:23
1040,@MiyamotoJared #kawaiidreamz http://t.co/MOdgTnSJxk,2015-06-19 18:32:55
1041,Load Internet loooaaddd,2015-06-19 18:22:31
1042,"@adautojason at restaurants: mizu o kudasai 
Waiter: oh you want water lol 
😂",2015-06-17 13:40:22
1043,Some people are just naturally mean,2015-06-16 02:48:42
1044,Never been more ready on a Wednesday,2015-06-10 12:57:17
1045,Cutest puppy ever #omg https://t.co/w62Ptir7tX,2015-06-07 07:36:38
1046,@Seljaye bout it bout it 😊,2015-06-07 02:14:04
1047,forgot to put on brows today #finalsgotmelike,2015-06-07 01:48:21
1048,I thought a group of babies were crying outside but realized that they're fuckin cats O_O,2015-06-06 10:01:37
1049,Kinda fucked rn,2015-06-05 08:52:47
1050,"How to procrastinate: clean room, rearrange furniture, update music, dye hair, grind coffee, make a list of how to be human, pretend to nap",2015-06-05 01:06:37
1051,Eyez on the prize,2015-06-03 07:12:15
1052,holds magnifying glass*,2015-06-03 06:05:36
1053,"""If other people don't understand you yet, your modesty would be seen not as a sign of virtue but of incompetence"" #coldworld lol",2015-06-02 14:17:42
1054,Long live Flickr,2015-06-02 11:17:28
1055,Going thru old photos instead of studying and just omg,2015-06-02 11:14:53
1056,http://t.co/yd7Wk1h4zz #HelpRohingya,2015-06-02 10:10:11
1057,To force some smiles until it becomes natural #thatisstrength,2015-06-02 03:34:17
1058,omgOmgOMgOMG,2015-06-01 09:04:03
1059,Last day of work :0,2015-05-30 01:39:20
1060,Smells like summer~~~~ (but I still got two weeks :p ),2015-05-28 23:40:12
1061,No minimum references 🙏,2015-05-28 03:47:29
1062,Ragrets,2015-05-27 01:23:43
1063,cheddar on everything *_*,2015-05-25 02:16:35
1064,Cmon why do people believe in rumors and stereotypes... We're not in hs anymore,2015-05-24 10:47:39
1065,#despite the years,2015-05-24 10:43:19
1066,Ok the peeps who think I have stinky ass feet do NOT know me,2015-05-24 10:42:51
1067,Sleepy af 😪,2015-05-20 22:43:25
1068,wasnot me day today but then i got meself some chocomuffins n new soap as a pick me up and that shit worked i'm UP now,2015-05-20 01:43:23
1069,Android emoticons &gt;&gt;&gt;&gt; ios emojis,2015-05-17 22:08:56
1070,Even cardboard pizza is good pizza #Bestbelieve,2015-05-15 03:46:42
1071,RT @iamjohnoliver: Here's our piece on the Fashion industry from last night. Watching it will make you cool. And sad. https://t.co/3ZPLwM7R…,2015-05-13 21:01:29
1072,Ever since finishing AHS asylum I been double checking all my doors to be locked,2015-05-13 01:45:31
1073,@chandraa_eve mah sexy lioness,2015-05-12 07:35:09
1074,Taiwanese bitches be like ni yao chi fan fan ma? Ni yao cai cai ma? He shui shui ma? Shui jiao jiao ma? Ni hao hao ma?,2015-05-12 02:11:19
1075,You kick it down you pick it up,2015-05-11 12:17:52
1076,Crazy how you can watch a kid grow up from lowkey cocky to highkey cocky,2015-05-10 03:16:20
1077,Walks with my dog make me :-),2015-05-10 02:41:54
1078,Fat Hero 6 #FattenAMovie,2015-05-09 20:02:01
1079,Is complete silence too much to ask for? :(,2015-05-08 05:07:25
1080,just wanna be done~,2015-05-07 20:19:08
1081,Maaannnnnyyyyy Maaaayyyweaaattthherrrr,2015-05-03 03:57:56
1082,When the cashier at Von's cards you actin like he KNOWS you're under 21 #BitchPlease #Youmustbenew #Swerve,2015-05-02 04:16:19
1083,"""almost got in a car crash bc a car was trying to get in my lane"" http://t.co/ad5DJae9Fc",2015-05-01 00:22:16
1084,"Everyday itsa getting closer, going faster than rollercoaster",2015-04-30 21:53:40
1085,My prof returns emails at 3 a.m. and somehow it makes me feel more sane,2015-04-29 10:52:37
1086,Chaos everywhere,2015-04-28 07:11:58
1087,You miss the point if you treat it like a competition,2015-04-26 22:41:11
1088,I am enjoying this weather tho,2015-04-26 00:14:17
1089,Wow our first april shower wasn't even a shower and it happened five days before the end of the month,2015-04-26 00:13:56
1090,Restraining from late night snacks... Painful,2015-04-24 09:28:22
1091,Productive day too hyped to sleep now n probably gonna over sleep tomorrow (we need a shrugging emoji),2015-04-23 10:10:47
